folioviv	ingresotrim	edad	hor_1	hijos_viv	antiguedad	focos_inca	focos_ahor	renta	estim_pago	tot_resid	tot_hom	tot_muj	tot_hog	factor
2603231603	26065.56	36	40	0	11	4	4	0	2000	4	2	2	1	452
2603231604	22229.5	46	48	0	0	0	6	0	1500	7	4	3	1	452
2603231605	25868.83	32	48	0	12	0	8	0	2000	4	2	2	1	452
2603231606	15344.26	52	48	0	11	0	7	0	1000	3	2	1	1	452
2603242201	23270.71	29	0	0	0	1	2	0	1200	2	1	1	1	538
2603242202	45261.04	25	50	0	15	0	7	2000	0	2	1	1	1	538
2603242203	64889.48	38	18	0	15	0	9	0	3000	2	1	1	1	538
2603242204	21406.06	29	20	0	15	0	7	0	2000	4	2	2	1	538
2603242205	47734.79	53	50	0	15	0	4	0	1300	1	1	0	1	538
2603242206	5220.99	38	20	2	15	2	2	0	2000	3	2	1	1	538
2603267701	35409.83	37	0	0	12	0	12	0	5000	4	3	1	1	581
2603267702	4426.22	50	0	0	14	0	10	0	6000	2	1	1	1	581
2603267703	54098.35	28	60	0	12	0	25	0	8000	1	0	1	1	581
2603267704	52524.59	56	0	0	14	3	10	0	4000	4	1	3	1	581
2603267706	88524.59	53	40	0	14	0	12	0	6000	4	1	3	1	581
2603305001	67499.99	37	70	0	0	0	6	0	1200	2	1	1	1	551
2603305003	35442.36	37	60	0	12	0	7	0	2500	2	1	1	1	551
2603305004	21679.21	44	48	2	12	2	2	0	1200	3	1	2	1	551
2603305005	31524.42	29	75	0	0	2	6	0	1500	3	1	2	1	551
2603305006	26657.6	29	35	0	0	0	6	2000	0	2	1	1	1	551
2603315402	7336.95	30	48	0	5	10	10	0	5000	4	1	3	1	546
2603315403	22989.12	61	40	2	11	0	13	0	3500	1	0	1	1	546
2603315404	90489.11	44	60	0	12	0	12	0	1000	1	1	0	1	546
2603315405	95380.42	30	52	0	15	0	10	0	4500	3	1	2	1	546
2603315406	18611.39	28	35	2	0	0	8	2500	0	4	1	3	1	546
2603382502	31573.35	33	48	0	0	3	0	0	1000	4	2	2	1	434
2603382503	31548.88	31	48	0	10	4	1	0	2000	5	3	2	1	434
2603382504	46907.59	44	40	2	8	0	9	0	1500	3	2	1	1	434
2603382505	42749.97	31	48	0	13	0	8	0	1200	5	3	2	1	434
2603382506	78749.98	23	7	0	0	1	2	800	0	1	1	0	1	434
2603385801	46967.2	46	48	0	13	0	4	800	0	1	1	0	1	416
2603385802	11311.46	30	30	3	12	0	6	0	1200	5	3	2	1	416
2603385803	29508.19	37	60	0	13	0	6	0	500	6	4	2	1	416
2603385804	24098.35	33	0	0	0	0	4	800	0	5	3	2	1	416
2603385805	23606.55	36	50	0	0	1	2	800	0	6	4	2	1	416
2603385806	5311.47	50	0	0	10	0	6	0	1000	3	2	1	1	416
2603514901	5282.6	20	8	2	0	0	3	0	500	4	2	2	1	500
2603514902	17853.25	42	0	0	0	4	0	900	0	2	2	0	1	500
2603514903	14453.79	40	0	0	10	6	0	0	700	5	2	3	1	500
2603514904	17055.97	54	72	3	12	0	3	0	500	2	1	1	1	500
2603514905	11152.16	85	0	0	0	2	0	0	500	1	1	0	1	500
2603514906	5869.56	21	70	1	0	0	2	0	500	2	1	1	1	500
2603526301	23135.85	25	48	0	10	0	8	1200	0	3	1	2	1	467
2603526303	21179.32	38	53	2	9	4	0	0	600	3	1	2	1	467
2603526305	13499.97	34	57	2	0	0	3	0	800	3	1	2	1	467
2603526306	16459.23	43	48	1	1	4	0	0	1000	7	3	4	1	467
2603535601	2459.01	32	0	0	12	4	0	0	800	2	1	1	1	469
2603535602	20655.73	25	35	1	13	0	3	0	800	2	1	1	1	469
2603535603	35704.91	57	60	0	0	1	0	0	5000	2	1	1	1	469
2603535604	12179.49	49	48	3	12	2	1	700	0	4	1	3	1	469
2603535605	12245.89	50	40	5	12	0	3	0	800	2	1	1	1	469
2603535606	54442.61	33	0	1	12	0	5	0	1200	2	0	2	1	469
2603541202	53999.99	29	42	0	8	0	8	0	2500	4	2	2	1	485
2603541203	13276.23	54	84	4	9	0	5	0	800	2	0	2	1	485
2603541204	19168.5	42	40	0	0	0	9	750	0	1	1	0	1	485
2603541205	35801.1	42	65	0	9	4	1	0	2500	4	2	2	1	485
2603541206	30828.7	45	0	1	9	1	7	0	3000	1	0	1	1	485
2603608701	61721.28	35	42	0	8	0	8	0	3000	4	1	3	1	650
2603608702	44877.03	43	48	1	0	0	8	0	3000	2	1	1	1	650
2603608703	95901.63	49	40	0	10	7	2	0	5000	7	1	6	1	650
2603608704	23606.55	31	0	2	5	0	10	3500	0	5	2	3	1	650
2603608705	25573.75	40	48	0	12	0	19	0	4000	3	2	1	1	650
2603608706	44508.18	38	35	2	0	0	6	0	3000	6	4	2	1	650
2603610003	28027.17	68	0	0	0	2	1	1000	0	2	1	1	1	411
2603610004	39570.59	70	84	0	3	2	1	0	1000	1	1	0	1	411
2603610005	8455.1	50	6	5	10	3	0	0	600	3	2	1	1	411
2603610006	18122.27	27	40	0	0	1	2	750	0	2	1	1	1	411
2603611401	15334.23	27	0	0	0	4	0	0	800	3	2	1	1	470
2603611402	145546.63	30	72	0	8	0	6	0	1000	3	1	2	1	470
2603611403	19173.9	19	48	1	12	7	0	0	1000	3	2	1	1	470
2603611404	28369.55	23	0	0	0	4	0	0	1000	4	2	2	1	470
2603611405	26706.51	28	0	0	0	1	3	0	700	4	3	1	1	470
2603611406	17559.76	44	75	0	0	1	2	0	1000	7	5	2	1	470
2603639501	36195.65	31	45	4	16	0	6	4000	0	5	2	3	1	526
2603639504	8804.34	45	44	4	4	0	11	0	4000	5	4	1	1	526
2603639505	72440.2	36	40	0	6	0	12	0	5000	3	2	1	1	526
2603639506	19027.16	38	20	0	6	0	9	0	4000	2	1	1	1	526
2603745801	28546.22	40	28	0	45	0	15	0	8000	5	2	3	1	409
2603745802	22131.14	43	0	0	0	6	4	0	2500	5	3	2	1	409
2603745803	295081.96	51	50	0	12	30	30	0	10000	5	3	2	1	409
2603745804	11803.27	75	0	4	22	0	30	0	10000	3	1	2	1	409
2603745805	142377.04	82	0	7	55	0	28	0	3000	2	0	2	1	409
2603773901	22304.34	77	0	0	40	0	7	0	1800	2	1	1	1	454
2603773902	36684.78	58	0	0	35	0	10	0	5000	4	2	2	1	454
2603773903	28637.6	69	49	0	40	5	0	0	3000	4	1	3	1	454
2603773904	7043.47	66	0	0	30	0	3	1500	0	1	1	0	1	454
2603773905	23478.26	49	0	0	8	5	5	0	5000	4	2	2	1	454
2603773906	1956.52	75	0	1	42	0	6	0	1000	2	1	1	1	454
2603793301	7532.6	48	0	2	20	0	8	0	1200	4	3	1	1	398
2603793302	21423.9	45	48	1	23	0	5	0	800	2	0	2	1	398
2603793303	27146.73	34	0	0	19	0	7	0	800	4	1	3	1	398
2603793305	188804.32	38	46	0	0	0	6	1000	0	1	1	0	1	398
2603793306	14698.36	28	0	0	0	2	2	1200	0	3	2	1	1	398
2603813601	29508.19	62	0	2	12	0	4	0	4000	1	0	1	1	453
2603813602	7081.96	62	0	3	24	0	4	0	7000	3	1	2	1	453
2603813603	7081.96	73	0	0	35	1	6	0	3000	2	1	1	1	453
2603813604	191803.27	61	40	0	25	0	15	0	10000	2	1	1	1	453
2603813605	8852.45	27	40	1	27	0	7	0	1000	3	1	2	1	453
2603813606	44262.28	45	50	2	17	5	3	0	3500	3	2	1	1	453
2603842201	34359.1	38	70	0	8	2	4	0	1000	5	3	2	1	402
2603842202	15066.29	57	70	0	8	0	7	0	2000	4	3	1	1	402
2603842203	29511.03	48	0	0	8	4	2	0	900	4	1	3	1	402
2603842205	13350.8	35	49	0	7	4	0	0	800	4	2	2	1	402
2603842206	19491.71	36	65	3	7	2	2	0	1000	2	0	2	1	402
2603855701	16086.86	31	8	2	15	0	12	0	2000	3	1	2	1	467
2603855702	7357.37	34	48	0	0	1	4	0	1500	4	2	2	1	467
2603855703	3393.44	50	0	5	15	3	3	0	1000	3	2	1	1	467
2603855704	159590.15	62	0	2	0	4	3	700	0	4	1	3	1	467
2603855705	43770.48	32	24	2	0	10	3	0	2000	3	1	2	1	467
2603855706	55032.78	34	15	3	3	0	8	0	1000	4	1	3	1	467
2603856002	1760.86	86	0	6	20	3	1	0	2000	4	2	2	1	450
2603856003	5174.99	39	60	3	15	2	2	0	1500	4	1	3	1	450
2603856004	11646.19	40	0	1	6	2	2	0	1000	4	2	2	1	450
2603856005	3834.77	73	0	4	16	3	1	0	600	1	0	1	1	450
2603856006	6358.69	76	0	11	18	0	13	0	3000	2	0	2	1	450
2603861401	17608.69	53	80	0	10	0	20	0	10000	5	3	2	1	513
2603861402	48913.04	60	0	0	10	0	4	2000	0	2	1	1	1	513
2603861404	63831.51	64	40	0	15	0	7	3000	0	3	2	1	1	513
2603861405	16630.43	50	0	0	10	0	4	0	2000	1	1	0	1	513
2603861406	27880.43	27	20	0	10	2	3	0	1000	4	3	1	1	513
2603889501	69456.51	58	40	0	36	0	30	0	3000	2	1	1	1	438
2603889502	11739.13	43	48	0	0	3	0	500	0	6	4	2	1	438
2603889503	11396.73	48	70	0	0	0	10	0	1500	3	1	2	1	438
2603889504	55760.86	62	0	0	22	0	8	0	1000	5	1	4	1	438
2603889505	38152.17	36	40	0	16	0	7	0	1800	3	2	1	1	438
2603889506	14551.61	34	48	0	40	0	2	0	500	5	3	2	1	438
2603910801	20266.21	36	48	0	30	0	7	0	1500	4	3	1	1	437
2603910802	7908.19	84	0	0	30	0	12	0	3000	3	1	2	1	437
2603910803	29508.18	53	48	0	50	0	11	1000	0	3	2	1	1	437
2603910805	26557.37	83	0	6	50	0	6	0	2000	3	1	2	1	437
2603910806	22213.77	50	56	0	40	1	8	0	1500	4	2	2	1	437
2603916902	11739.13	48	0	4	0	2	4	0	900	3	2	1	1	443
2603916903	14908.69	47	70	0	24	0	6	800	0	1	1	0	1	443
2603916906	1173.91	31	0	3	11	1	1	0	500	5	2	3	1	443
2603957303	32038.03	26	48	0	1	3	0	0	300	3	2	1	1	525
2603957304	18782.6	58	50	0	2	0	6	0	500	7	2	5	1	525
2603957305	23869.55	34	72	0	0	0	2	0	800	1	1	0	1	525
2603994601	59016.39	58	0	0	22	0	12	0	2000	1	1	0	1	428
2603994602	12786.87	59	72	0	30	5	1	0	1000	4	3	1	1	428
2603994603	11623.76	61	28	0	25	1	6	0	1200	2	1	1	1	428
2603994604	25180.31	68	35	0	40	8	0	0	1500	2	1	1	1	428
2603994605	8114.75	86	0	0	30	3	3	0	100	3	2	1	1	428
2603994606	8040.96	48	10	0	20	3	4	0	1000	4	2	2	1	428
2604005201	57430.93	32	0	0	10	0	6	0	1000	5	3	2	1	503
2604005202	53701.65	53	0	4	0	0	11	0	3000	3	1	2	1	503
2604005203	30679.53	51	40	2	15	1	6	0	1500	5	2	3	1	503
2604005205	11386.73	24	64	0	0	0	2	800	0	2	1	1	1	503
2604005206	596.68	58	0	7	13	0	0	0	1000	3	2	1	1	503
2604083702	46131.12	65	60	3	60	0	8	0	5000	2	1	1	1	398
2604083703	32459.01	76	0	0	60	0	12	0	3500	3	1	2	1	398
2604083704	71744.25	48	12	0	32	0	10	0	5000	4	1	3	1	398
2604083705	28598.36	46	84	0	24	0	16	0	3500	6	4	2	1	398
2604083706	47520.47	52	20	0	0	0	22	0	7000	4	2	2	1	398
2604190001	28858.69	44	70	0	30	0	3	900	0	3	2	1	1	468
2604190002	16630.43	47	42	0	35	0	2	0	800	3	1	2	1	468
2604190003	12326.07	58	0	0	40	3	5	0	2500	1	1	0	1	468
2604190004	6710.86	58	40	0	31	0	7	0	3000	4	1	3	1	468
2604190005	9508.68	67	0	6	40	0	10	0	3000	2	0	2	1	468
2604190006	14429.34	62	40	2	30	7	0	0	3000	4	2	2	1	468
2604246402	139891.29	58	50	0	31	0	12	0	4000	3	2	1	1	458
2604246403	61336.95	62	0	0	30	0	7	0	5000	2	1	1	1	458
2604246405	36293.46	54	54	0	22	3	4	0	3000	6	3	3	1	458
2604246406	12521.73	22	0	1	0	0	8	0	2000	2	0	2	1	458
2604311501	32086.94	43	45	1	70	1	8	0	2000	2	0	2	1	624
2604311502	12286.95	36	0	0	40	5	0	0	1800	4	2	2	1	624
2604311503	6260.86	25	0	3	99	0	2	0	800	4	1	3	1	624
2604311505	22279.88	73	0	3	0	0	4	2500	0	1	0	1	1	624
2604349801	66393.42	31	68	0	11	0	6	0	2500	4	2	2	1	578
2604349802	10134.09	62	15	10	6	2	0	0	500	1	0	1	1	578
2604349803	32336.05	37	48	0	6	0	4	0	800	4	2	2	1	578
2604349804	6098.35	44	0	0	10	0	4	0	2000	5	2	3	1	578
2604349805	3639.34	46	48	0	10	0	0	0	800	4	3	1	1	578
2604363901	17608.69	34	48	2	0	0	6	0	2500	4	1	3	1	473
2604363902	15529.87	41	48	0	25	0	10	0	2000	1	1	0	1	473
2604363903	14967.38	53	72	0	24	0	12	0	3000	3	1	2	1	473
2604363905	26486.38	34	48	0	20	1	9	0	2500	3	1	2	1	473
2604363906	45538.02	28	48	0	18	0	9	0	1500	4	1	3	1	473
2604428301	28369.56	42	48	0	8	0	5	0	1200	4	2	2	1	492
2604428302	17364.12	36	80	0	1	2	4	1600	0	4	2	2	1	492
2604428303	138797.59	58	48	0	12	0	10	0	6000	7	3	4	1	492
2604428304	15114.13	37	12	0	0	0	3	1000	0	5	2	3	1	492
2604428306	733.69	47	56	0	5	3	0	0	800	3	1	2	1	492
2604432602	19873.76	45	58	0	7	0	6	0	2500	5	1	4	1	532
2604432604	16131.14	54	56	0	13	3	3	0	1500	3	1	2	1	532
2604451201	26751.36	45	48	0	15	0	10	0	2500	5	3	2	1	451
2604451203	13135	54	48	0	18	1	7	0	2500	2	1	1	1	451
2604451204	30330.47	47	48	0	15	5	2	0	3000	5	3	2	1	451
2604451206	27472.35	45	50	0	15	0	6	0	2500	5	2	3	1	451
2604465701	7672.12	68	0	0	0	2	2	0	1000	2	1	1	1	501
2604465702	19725.23	57	57	5	12	0	4	0	1000	7	4	3	1	501
2604465703	22406.55	46	98	0	0	1	4	1300	0	5	2	3	1	501
2604465704	13524.59	18	0	0	3	1	0	0	600	2	1	1	1	501
2604465706	11449.17	47	24	0	18	0	6	0	2000	5	3	2	1	501
2604505001	19100.51	44	40	3	14	0	4	0	1500	4	2	2	1	441
2604505002	45733.68	20	30	0	20	2	3	1500	0	3	2	1	1	441
2604505003	19577.42	47	64	0	15	0	4	0	1500	1	1	0	1	441
2604505004	26951.05	37	40	0	14	0	4	0	2000	5	2	3	1	441
2604505005	19663.02	30	58	0	0	0	7	2000	0	2	1	1	1	441
2604505006	29039.64	27	61	0	0	2	3	1000	0	3	2	1	1	441
2604511401	17217.36	40	48	2	13	0	5	0	1600	4	2	2	1	460
2604511402	51798.91	47	48	0	11	0	9	0	2500	3	1	2	1	460
2604511403	15847.81	39	60	1	15	2	8	0	2000	5	0	5	1	460
2604511404	18122.27	38	40	0	12	1	8	0	2000	5	2	3	1	460
2604511405	11739.13	35	55	0	0	0	4	1800	0	6	3	3	1	460
2604511406	42164.99	47	40	0	0	0	8	2000	0	1	1	0	1	460
2604513501	22622.27	23	72	0	0	0	7	0	1500	4	2	2	1	449
2604513502	13451.08	51	72	0	14	0	9	0	1300	2	2	0	2	449
2604513503	23918.46	36	60	0	10	1	5	0	1800	4	3	1	1	449
2604513504	48423.91	38	0	0	0	3	3	2500	0	5	2	3	1	449
2604513506	26657.6	33	56	0	0	0	7	0	2000	7	4	3	1	449
2604532801	23926.21	36	0	0	14	0	7	0	2500	4	2	2	1	566
2604532802	4834.42	48	45	0	0	4	6	0	1500	4	2	2	1	566
2604532804	12049.16	43	48	1	17	0	18	0	2000	2	0	2	1	566
2604532805	44434.4	26	0	0	0	0	8	0	1800	3	2	1	1	566
2604532806	75245.86	40	0	0	0	0	7	0	6000	4	3	1	1	566
2604539901	52092.37	31	0	0	0	0	12	0	2000	4	2	2	1	469
2604539902	21130.43	52	48	0	16	0	6	0	1500	3	1	2	1	469
2604539903	23380.43	45	24	0	16	3	4	0	2000	4	2	2	1	469
2604539904	175485.3	38	0	0	0	0	4	0	2000	6	4	2	1	469
2604539905	40755.3	33	45	0	0	0	8	2000	0	5	3	2	1	469
2604539906	43288.03	28	40	0	0	0	7	2000	0	1	0	1	1	469
2604545302	34067.91	41	60	0	14	0	9	0	2500	4	1	3	1	608
2604545303	11788.03	33	56	0	14	0	8	1500	0	6	3	3	1	608
2604545304	67499.99	35	60	0	0	0	11	3500	0	3	2	1	1	608
2604545305	57228.25	39	48	0	14	0	15	0	4000	5	3	2	1	608
2604545306	28447.81	45	60	0	15	0	7	0	2000	2	1	1	1	608
2604576601	148672.11	46	63	0	9	2	8	0	2500	4	2	2	1	498
2604576602	19436.04	41	47	0	6	1	4	0	2500	4	2	2	1	498
2604576603	43032.77	45	0	0	9	5	0	0	2500	2	1	1	1	498
2604576604	2183.6	33	0	2	9	0	4	0	1500	4	2	2	1	498
2604576605	20672.93	50	50	0	9	0	6	0	1964	3	1	2	1	498
2604576606	29409.82	25	48	0	0	0	3	0	1500	1	0	1	1	498
2604590201	17602.2	45	60	3	5	2	3	0	1200	6	3	3	1	424
2604590203	45745.84	30	72	0	15	0	8	0	3000	5	3	2	1	424
2604590204	18348.04	45	48	3	5	3	3	0	3000	5	1	4	1	424
2604590206	5171.27	57	80	4	18	0	6	0	2000	2	1	1	1	424
2604628701	19450.8	33	48	0	9	1	5	0	2000	4	1	3	1	481
2604628702	65163.92	46	48	0	10	3	3	0	3000	4	2	2	1	481
2604628703	16768.02	32	48	2	0	2	2	0	1600	3	2	1	1	481
2604628704	14606.55	56	88	0	12	2	5	0	2000	4	2	2	1	481
2604628705	20741.31	45	0	0	0	0	9	0	1500	5	2	3	1	481
2604628706	30393.44	42	92	0	9	1	9	0	2800	4	2	2	1	481
2604641001	24299.98	22	0	0	1	0	5	2000	0	3	2	1	1	495
2604641002	25997.27	30	0	0	0	3	2	0	1000	4	2	2	1	495
2604641003	15603.25	47	60	4	9	0	4	0	2000	5	1	4	1	495
2604641004	15994.55	47	0	0	0	0	8	0	1500	4	1	3	1	495
2604641005	32414.65	32	72	0	0	0	3	1000	0	1	1	0	1	495
2604641006	23478.26	42	48	0	0	2	3	1700	0	5	3	2	1	495
2604647401	4695.64	33	41	0	7	1	4	0	1500	3	1	2	1	462
2604647402	22304.32	50	48	4	9	0	5	0	300	5	2	3	1	462
2604647403	10907.58	49	60	0	9	7	0	0	1800	2	1	1	1	462
2604647404	29152.17	48	84	0	9	0	5	0	2000	5	3	2	1	462
2604647406	57301.61	26	48	0	12	1	8	800	0	2	2	0	1	462
2604648501	31010.86	36	0	0	0	0	11	0	2200	5	2	3	1	446
2604648502	18880.4	32	45	3	0	0	6	0	1700	7	4	3	1	446
2604648504	18489.11	38	48	0	10	5	3	0	2500	5	4	1	1	446
2604648506	37173.9	43	42	1	10	0	6	0	2000	2	0	2	1	446
2604651801	62213.1	35	45	3	10	9	4	0	3000	5	3	2	1	454
2604651802	14163.91	38	45	5	9	1	5	0	2500	4	2	2	1	454
2604651803	12983.59	37	0	0	9	1	6	0	2000	4	1	3	1	454
2604651804	30020.63	58	60	1	10	0	5	0	1500	3	1	2	1	454
2604651805	1991.8	42	0	3	12	6	5	0	1800	9	3	6	1	454
2604651806	21836.06	46	0	3	12	5	3	0	2000	6	3	3	1	454
2604657901	30032.6	36	60	0	7	0	6	0	4000	5	3	2	1	465
2604657902	37296.18	40	0	0	0	0	7	5000	0	3	1	2	1	465
2604657903	685827.87	38	91	0	5	0	8	0	5000	5	4	1	1	465
2604657904	53682.04	35	53	0	6	0	10	0	4000	3	1	2	1	465
2604657905	61630.43	44	50	0	3	0	17	0	10000	4	1	3	1	465
2604657906	59722.81	36	0	0	6	0	15	0	8000	5	3	2	1	465
2604676301	31773.9	48	16	3	7	0	5	0	1300	2	0	2	1	453
2604676302	20567.92	34	48	0	8	0	5	0	1300	5	3	2	1	453
2604676303	19726.59	30	48	2	1	0	6	1500	0	3	1	2	1	453
2604676304	6505.41	27	53	0	1	0	6	0	1300	5	3	2	1	453
2604676306	684.77	45	0	2	8	0	4	0	1200	3	2	1	1	453
2604677601	6295.06	39	36	3	9	5	1	0	1200	4	1	3	1	475
2604677602	24663.92	38	43	0	7	0	4	0	1400	2	1	1	1	475
2604677603	44999.99	40	30	3	12	0	3	0	1500	1	0	1	1	475
2604677604	17016.38	32	60	0	7	0	5	0	1500	6	3	3	1	475
2604677605	19180.32	32	54	0	10	0	4	0	1500	3	2	1	1	475
2604677606	22426.22	42	40	0	0	0	4	1200	0	1	1	0	1	475
2604706201	20883.97	64	0	0	0	0	9	0	10800	2	1	1	1	508
2604706202	19392.26	79	0	0	25	0	9	0	3000	2	1	1	1	508
2604706203	41767.95	60	0	4	40	0	15	0	9250	4	1	3	1	508
2604706204	8214.35	63	0	0	35	5	0	0	1200	1	1	0	1	508
2604706206	23071.8	42	48	0	20	1	7	0	1500	4	2	2	1	508
2604851701	2611.46	57	12	0	48	3	2	0	1500	1	1	0	1	446
2604851703	22278.67	39	0	3	30	0	7	0	2000	4	2	2	1	446
2604851704	43278.68	23	0	0	1	0	6	0	1000	3	2	1	1	446
2604851705	38113.75	32	50	0	40	7	0	0	2000	1	1	0	1	446
2604851706	11557.37	67	30	0	50	5	1	0	1500	2	1	1	1	446
2604856002	35608.68	36	72	0	40	0	4	0	1500	5	2	3	1	524
2604856003	10271.73	79	0	0	30	0	9	0	2500	2	2	0	1	524
2604856004	1467.39	78	0	6	36	0	3	0	1200	6	2	4	1	524
2604856005	95908.69	29	40	0	0	2	2	1900	0	4	3	1	1	524
2604856006	4940.21	38	26	0	25	5	0	0	3000	1	1	0	1	524
2604906402	25019.01	38	64	0	0	5	0	700	0	6	4	2	1	456
2604906403	15652.17	29	60	0	0	0	6	0	2500	4	1	3	1	456
2604906404	22358.13	53	58	0	20	9	4	0	2000	3	1	2	1	456
2604906405	109408.69	40	80	0	0	4	1	1200	0	4	2	2	1	456
2604914501	50223.9	35	60	3	20	0	4	1000	0	4	0	4	1	475
2604914504	23478.26	23	0	0	7	0	10	0	5000	4	2	2	1	475
2604914505	87065.21	47	46	0	10	0	18	0	4500	6	3	3	1	475
2604914506	4930.43	61	32	3	19	0	5	0	1500	2	1	1	1	475
2604940801	10285.55	31	28	0	5	0	2	0	1200	1	1	0	1	530
2604940803	8852.45	48	48	0	10	0	5	0	1000	2	1	1	1	530
2604940804	17852.44	55	60	3	20	0	5	0	1000	3	2	1	1	530
2604940805	39245.89	78	0	0	15	0	5	0	3000	5	3	2	1	530
2604940806	124426.21	52	0	1	23	0	19	0	3500	1	0	1	1	530
2604948901	28858.69	33	54	0	30	0	10	0	4000	5	3	2	1	524
2604948902	12654.78	77	0	0	40	0	4	0	2000	1	1	0	1	524
2604948903	82173.91	40	70	0	20	0	6	0	1500	7	4	3	1	524
2604948904	2494.56	86	0	0	15	2	2	0	1500	2	1	1	1	524
2604948905	12179.34	50	66	0	25	0	7	0	2500	3	2	1	1	524
2604948906	19956.52	25	66	0	0	3	2	800	0	3	1	2	1	524
2604969301	17119.54	58	48	0	2	3	2	1500	0	1	1	0	1	521
2604969302	2641.3	62	14	0	20	0	4	0	1500	3	1	2	1	521
2604969303	15260.86	56	45	0	20	5	0	0	2000	4	3	1	1	521
2604969304	13353.25	44	30	0	25	4	1	0	1000	3	2	1	1	521
2604969305	16385.85	33	48	0	11	5	0	0	5000	5	3	2	1	521
2604969306	30081.52	52	70	0	12	0	6	1200	0	4	3	1	1	521
2604974601	14434.42	25	48	2	0	0	8	1100	0	4	2	2	1	342
2604974602	17704.91	17	60	0	0	1	0	0	500	3	1	2	1	342
2604974603	7524.58	54	0	0	6	1	1	0	1800	3	2	1	1	342
2604974604	20409.81	41	48	5	24	2	2	0	500	6	3	3	1	342
2604974605	15344.26	23	49	0	0	0	6	1200	0	2	1	1	1	342
2604974606	40219.66	35	25	5	11	2	3	0	3500	6	2	4	1	342
2604981201	81149.17	42	50	0	0	3	0	2200	0	6	4	2	1	499
2604981202	2685.08	45	56	0	27	7	0	0	3800	5	3	2	1	499
2604981203	28864.63	33	10	0	25	0	27	0	4000	1	1	0	1	499
2604981206	35801.1	41	49	2	17	10	5	0	2000	4	2	2	1	499
2604990702	9639.33	69	0	3	40	4	5	0	3000	1	0	1	1	403
2604990703	26416.71	61	77	0	20	6	1	0	1500	3	2	1	1	403
2604990704	15688.5	32	60	0	0	2	4	1500	0	4	3	1	1	403
2604990705	21368.83	47	54	0	20	6	2	0	1500	5	2	3	1	403
2604990706	83508.17	46	40	0	23	0	10	0	3000	9	3	6	1	403
2605005001	15671.73	50	90	0	28	0	12	0	3500	3	2	1	1	498
2605005002	30864.11	23	68	0	23	6	7	0	2000	1	0	1	1	498
2605005003	9269.02	68	24	0	20	0	7	0	1500	5	2	3	2	498
2605005004	1687.49	75	0	6	25	1	5	0	1500	1	0	1	1	498
2605005005	18342.38	56	0	0	32	0	7	0	1000	2	1	1	1	498
2605005006	27815.36	55	75	0	25	5	2	0	1500	5	2	3	1	498
2605007401	12228.26	66	42	0	33	2	2	0	600	1	1	0	1	505
2605007403	16899.43	34	40	0	25	0	20	0	3000	6	2	4	1	505
2605007404	13969.56	50	0	5	0	4	0	1500	0	7	3	4	1	505
2605007405	1198.36	52	0	0	25	2	3	0	2000	3	2	1	1	505
2605007406	38592.37	27	60	0	0	4	0	0	800	4	1	3	1	505
2605028501	16092.38	56	0	0	0	6	2	0	1500	9	3	6	1	446
2605028502	51945.65	31	0	0	34	2	6	0	2000	9	3	6	2	446
2605028503	391.3	64	0	5	50	0	5	0	2000	2	1	1	1	446
2605028504	39326.08	55	0	3	18	2	7	0	4000	4	0	4	1	446
2605028505	12766.28	30	0	0	0	0	9	1000	0	3	2	1	1	446
2605028506	13656.52	47	24	3	15	0	17	0	10000	4	2	2	1	446
2605080801	11508.18	35	66	0	0	1	3	700	0	4	1	3	1	337
2605080802	7377.03	73	40	7	7	3	0	0	1500	2	1	1	1	337
2605088901	74225.53	42	40	0	16	0	15	0	4000	4	2	2	1	464
2605088902	4759.22	49	48	0	15	5	1	0	2000	7	4	3	1	464
2605088903	15554.33	34	48	0	8	7	1	0	1000	1	1	0	1	464
2605088904	13695.64	38	50	0	16	7	0	0	2000	1	1	0	1	464
2605088905	14086.95	39	48	0	20	3	0	0	1500	3	1	2	1	464
2605088906	45978.25	22	30	0	21	0	5	0	3000	2	1	1	1	464
2605103301	20690.2	65	42	2	15	3	3	0	4000	4	2	2	1	498
2605103302	119739.13	43	0	0	8	4	2	0	2500	4	2	2	1	498
2605103303	36931.28	38	35	0	8	0	8	0	2000	1	0	1	1	498
2605103304	9293.47	35	32	0	18	0	3	0	1000	1	1	0	1	498
2605103305	7141.29	53	20	0	12	0	4	0	600	2	1	1	1	498
2605124601	10475.4	61	0	0	10	6	0	0	1200	7	2	5	1	425
2605124602	16701.62	36	70	0	10	3	0	0	1500	5	2	3	1	425
2605124603	11999.99	43	48	0	4	5	0	0	2500	6	2	4	1	425
2605124604	25106.54	42	48	0	10	0	6	0	2000	7	4	3	1	425
2605124605	13996.71	52	60	5	11	6	1	0	2000	6	2	4	1	425
2605124606	12983.59	39	56	6	15	2	1	0	1000	5	2	3	1	425
2605195202	90497.23	48	0	0	10	5	0	0	1000	6	3	3	1	430
2605195203	26925.41	47	60	0	11	4	0	0	1000	1	1	0	1	430
2605195204	30642.25	52	60	0	9	0	7	0	1000	3	2	1	1	430
2605195205	27149.16	33	112	0	0	2	3	1000	0	6	3	3	1	430
2605195206	7881.2	54	45	0	9	2	4	0	800	1	1	0	1	430
2605212701	23901.63	40	60	0	10	0	4	0	1900	1	1	0	1	506
